,0,1,2,3,4
72,11/11/18,9:30pm to 10:00pm,Bass L30A,Sherilyn.Henn@yale.edu,Confirmed
73,11/11/18,10:00pm to 10:30pm,Bass L30A,Lorna.Ballinger@yale.edu,Confirmed
74,11/11/18,10:30pm to 11:00pm,Bass L30A,Trinity.Saad@yale.edu,Confirmed
75,11/11/18,11:00pm to 11:30pm,Bass L30A,Joleen.Colorado@yale.edu,Confirmed
76,11/11/18,11:30pm to 11:59pm,Bass L30A,Theodore.Huffman@yale.edu,Confirmed
77,12/11/18,12:00am to 12:30am,Bass L30A,Devon.Ballinger@yale.edu,Confirmed
78,12/11/18,12:30am to 1:00am,Bass L30A,Regine.Stanhope@yale.edu,Confirmed
79,12/11/18,1:00am to 1:30am,Bass L30A,Julianne.Mento@yale.edu,Confirmed
80,12/11/18,1:30am to 2:00am,0,0,Not Confirmed
81,12/11/18,2:00am to 2:30am,0,0,Not Confirmed
82,12/11/18,2:30am to 3:00am,0,0,Not Confirmed
83,12/11/18,3:00am to 3:30am,0,0,Not Confirmed
84,12/11/18,8:30am to 9:00am,Bass L30A,Trinity.Takacs@yale.edu,Confirmed
85,12/11/18,9:00am to 9:30am,Bass L30A,Trinity.Mento@yale.edu,Confirmed
86,12/11/18,9:30am to 10:00am,Bass L30A,Portia.Huffman@yale.edu,Confirmed
87,12/11/18,10:00am to 10:30am,Bass L30A,Starla.Dates@yale.edu,Confirmed
88,12/11/18,10:30am to 11:00am,Bass L30A,Temika.Mento@yale.edu,Confirmed
89,12/11/18,11:00am to 11:30am,Bass L30A,Sherilyn.Paugh@yale.edu,Confirmed
90,12/11/18,11:30am to 12:00pm,Bass L30A,Devon.Casiano@yale.edu,Confirmed
91,12/11/18,12:00pm to 12:30pm,Bass L30A,Kyung.Casiano@yale.edu,Confirmed
92,12/11/18,12:30pm to 1:00pm,Bass L30A,Julianne.Stanhope@yale.edu,Confirmed
93,12/11/18,1:00pm to 1:30pm,Bass L34B,Starla.Stanhope@yale.edu,Confirmed
94,12/11/18,1:30pm to 2:00pm,Bass L34B,Onita.Paugh@yale.edu,Confirmed
95,12/11/18,2:00pm to 2:30pm,Bass L34B,Julianne.Luk@yale.edu,Confirmed
96,12/11/18,2:30pm to 3:00pm,Bass L30B,Devona.Bungard@yale.edu,Confirmed
97,12/11/18,3:00pm to 3:30pm,Bass L30B,Jane.Takacs@yale.edu,Confirmed
98,12/11/18,3:30pm to 4:00pm,Bass L34A,Portia.Saad@yale.edu,Confirmed
99,12/11/18,4:00pm to 4:30pm,Bass L34A,Kyung.Mento@yale.edu,Confirmed
100,12/11/18,4:30pm to 5:00pm,Bass L34A,Jane.Huffman@yale.edu,Confirmed
101,12/11/18,5:00pm to 5:30pm,Bass L34C,Nakesha.Huffman@yale.edu,Confirmed
102,12/11/18,5:30pm to 6:00pm,Bass L34C,Odell.Ballinger@yale.edu,Confirmed
103,12/11/18,6:00pm to 6:30pm,Bass L30B,Caren.Bungard@yale.edu,Confirmed
104,12/11/18,6:30pm to 7:00pm,Bass L30B,Nakesha.Stanhope@yale.edu,Confirmed
105,12/11/18,7:00pm to 7:30pm,Bass L30C,Theodore.Takacs@yale.edu,Confirmed
106,12/11/18,7:30pm to 8:00pm,Bass L30C,Nakesha.Colorado@yale.edu,Confirmed
107,12/11/18,8:00pm to 8:30pm,Bass L34A,Sari.Mento@yale.edu,Confirmed
108,12/11/18,8:30pm to 9:00pm,Bass L30D,Temika.Dates@yale.edu,Confirmed
109,12/11/18,9:00pm to 9:30pm,0,0,Not Confirmed
110,12/11/18,9:30pm to 10:00pm,0,0,Not Confirmed
111,12/11/18,10:00pm to 10:30pm,Bass L34D,Portia.Colorado@yale.edu,Confirmed
112,12/11/18,10:30pm to 11:00pm,Bass L34D,Devona.Paugh@yale.edu,Confirmed
113,12/11/18,11:00pm to 11:30pm,Bass L34D,Julianne.Casiano@yale.edu,Confirmed
114,12/11/18,11:30pm to 11:59pm,Bass L34D,Devona.Dates@yale.edu,Confirmed
115,13-11-2018,12:00am to 12:30am,Bass L30A,Caren.Bungard@yale.edu,Confirmed
116,13-11-2018,12:30am to 1:00am,Bass L30A,Jamey.Paugh@yale.edu,Confirmed
117,13-11-2018,1:00am to 1:30am,Bass L30A,Trinity.Casiano@yale.edu,Confirmed
118,13-11-2018,1:30am to 2:00am,0,0,Not Confirmed
119,13-11-2018,2:00am to 2:30am,0,0,Not Confirmed
120,13-11-2018,2:30am to 3:00am,0,0,Not Confirmed
121,13-11-2018,3:00am to 3:30am,0,0,Not Confirmed
122,13-11-2018,8:30am to 9:00am,Bass L34D,Julianne.Casiano@yale.edu,Confirmed
123,13-11-2018,9:00am to 9:30am,Bass L34D,Joleen.Bungard@yale.edu,Confirmed
124,13-11-2018,9:30am to 10:00am,Bass L34D,Julianne.Ballinger@yale.edu,Confirmed
125,13-11-2018,10:00am to 10:30am,Bass L34D,Julianne.Henn@yale.edu,Confirmed
126,13-11-2018,10:30am to 11:00am,Bass L34D,Lorna.Bungard@yale.edu,Confirmed
127,13-11-2018,11:00am to 11:30am,Bass L34D,Maurita.Dates@yale.edu,Confirmed
128,13-11-2018,11:30am to 12:00pm,Bass L34D,Jamey.Mento@yale.edu,Confirmed
129,13-11-2018,12:00pm to 12:30pm,Bass L34D,Joleen.Ballinger@yale.edu,Confirmed
130,13-11-2018,12:30pm to 1:00pm,Bass L34D,Jamey.Ballinger@yale.edu,Confirmed
131,13-11-2018,1:00pm to 1:30pm,Bass L34D,Starla.Colorado@yale.edu,Confirmed
132,13-11-2018,1:30pm to 2:00pm,Bass L34D,Regine.Henn@yale.edu,Confirmed
133,13-11-2018,2:00pm to 2:30pm,Bass L34D,Kyung.Stanhope@yale.edu,Confirmed
134,13-11-2018,2:30pm to 3:00pm,Bass L34D,Devona.Paugh@yale.edu,Confirmed
135,13-11-2018,3:00pm to 3:30pm,Bass L34D,Brenton.Bungard@yale.edu,Confirmed
136,13-11-2018,3:30pm to 4:00pm,Bass L34D,Sari.Ballinger@yale.edu,Confirmed
137,13-11-2018,4:00pm to 4:30pm,0,0,Not Confirmed
138,13-11-2018,4:30pm to 5:00pm,Bass L34C,Odell.Colorado@yale.edu,Confirmed
139,13-11-2018,5:00pm to 5:30pm,Bass L34C,Jane.Takacs@yale.edu,Confirmed
140,13-11-2018,5:30pm to 6:00pm,Bass L30A,Onita.Ballinger@yale.edu,Confirmed
141,13-11-2018,6:00pm to 6:30pm,Bass L30D,Regine.Bungard@yale.edu,Confirmed
142,13-11-2018,6:30pm to 7:00pm,Bass L30D,Odell.Dates@yale.edu,Confirmed
143,13-11-2018,7:00pm to 7:30pm,Bass L30D,Chantel.Bungard@yale.edu,Confirmed
144,13-11-2018,7:30pm to 8:00pm,Bass L30D,Janet.Stanhope@yale.edu,Confirmed
145,13-11-2018,8:00pm to 8:30pm,0,0,Not Confirmed
146,13-11-2018,8:30pm to 9:00pm,0,0,Not Confirmed
147,13-11-2018,9:00pm to 9:30pm,Bass L30A,Temika.Bungard@yale.edu,Confirmed
148,13-11-2018,9:30pm to 10:00pm,Bass L30C,Brenton.Stanhope@yale.edu,Confirmed
149,13-11-2018,10:00pm to 10:30pm,Bass L30D,Sherilyn.Huffman@yale.edu,Confirmed
150,13-11-2018,10:30pm to 11:00pm,Bass L30D,Lorna.Henn@yale.edu,Confirmed
151,13-11-2018,11:00pm to 11:30pm,Bass L30D,Joleen.Colorado@yale.edu,Confirmed
152,13-11-2018,11:30pm to 11:59pm,Bass L30D,Devon.Stanhope@yale.edu,Confirmed
153,14-11-2018,12:00am to 12:30am,Bass L30A,Imogene.Bungard@yale.edu,Confirmed
154,14-11-2018,12:30am to 1:00am,Bass L30A,Joleen.Huffman@yale.edu,Confirmed
155,14-11-2018,1:00am to 1:30am,Bass L30A,Brenton.Bungard@yale.edu,Confirmed
156,14-11-2018,1:30am to 2:00am,0,0,Not Confirmed
157,14-11-2018,2:00am to 2:30am,0,0,Not Confirmed
158,14-11-2018,2:30am to 3:00am,0,0,Not Confirmed
159,14-11-2018,3:00am to 3:30am,0,0,Not Confirmed
160,14-11-2018,8:30am to 9:00am,Bass L34A,Kyung.Colorado@yale.edu,Confirmed
161,14-11-2018,9:00am to 9:30am,Bass L34A,Nakesha.Henn@yale.edu,Confirmed
162,14-11-2018,9:30am to 10:00am,Bass L34A,Jamey.Luk@yale.edu,Confirmed
163,14-11-2018,10:00am to 10:30am,Bass L34A,Devon.Huffman@yale.edu,Confirmed
164,14-11-2018,10:30am to 11:00am,Bass L34A,Sari.Dates@yale.edu,Confirmed
165,14-11-2018,11:00am to 11:30am,Bass L34A,Theodore.Colorado@yale.edu,Confirmed
166,14-11-2018,11:30am to 12:00pm,Bass L34A,Odell.Paugh@yale.edu,Confirmed
167,14-11-2018,12:00pm to 12:30pm,Bass L34A,Devona.Takacs@yale.edu,Confirmed
168,14-11-2018,12:30pm to 1:00pm,Bass L34A,Janet.Ballinger@yale.edu,Confirmed
169,14-11-2018,1:00pm to 1:30pm,Bass L30A,Maurita.Paugh@yale.edu,Confirmed
170,14-11-2018,1:30pm to 2:00pm,Bass L30A,Devona.Henn@yale.edu,Confirmed
171,14-11-2018,2:00pm to 2:30pm,Bass L30A,Joleen.Luk@yale.edu,Confirmed
172,14-11-2018,2:30pm to 3:00pm,Bass L30A,Sherilyn.Bungard@yale.edu,Confirmed
173,14-11-2018,3:00pm to 3:30pm,Bass L30A,Starla.Saad@yale.edu,Confirmed
174,14-11-2018,3:30pm to 4:00pm,Bass L30A,Kyung.Mento@yale.edu,Confirmed
175,14-11-2018,4:00pm to 4:30pm,Bass L30A,Regine.Casiano@yale.edu,Confirmed
176,14-11-2018,4:30pm to 5:00pm,Bass L30A,Sari.Saad@yale.edu,Confirmed
177,14-11-2018,5:00pm to 5:30pm,Bass L30A,Julianne.Bungard@yale.edu,Confirmed
178,14-11-2018,5:30pm to 6:00pm,Bass L30A,Imogene.Mento@yale.edu,Confirmed
179,14-11-2018,6:00pm to 6:30pm,Bass L30A,Devona.Stanhope@yale.edu,Confirmed
180,14-11-2018,6:30pm to 7:00pm,Bass L30A,Trinity.Dates@yale.edu,Confirmed
181,14-11-2018,7:00pm to 7:30pm,Bass L30A,Caren.Dates@yale.edu,Confirmed
182,14-11-2018,7:30pm to 8:00pm,Bass L30A,Devon.Casiano@yale.edu,Confirmed
183,14-11-2018,8:00pm to 8:30pm,Bass L34A,Janet.Henn@yale.edu,Confirmed
184,14-11-2018,8:30pm to 9:00pm,Bass L34A,Temika.Ballinger@yale.edu,Confirmed
185,14-11-2018,9:00pm to 9:30pm,Bass L30C,Lorna.Ballinger@yale.edu,Confirmed
186,14-11-2018,9:30pm to 10:00pm,Bass L30C,Starla.Bungard@yale.edu,Confirmed
187,14-11-2018,10:00pm to 10:30pm,Bass L30B,Kyung.Henn@yale.edu,Confirmed
188,14-11-2018,10:30pm to 11:00pm,Bass L30B,Maurita.Stanhope@yale.edu,Confirmed
189,14-11-2018,11:00pm to 11:30pm,Bass L30B,Sari.Takacs@yale.edu,Confirmed
190,14-11-2018,11:30pm to 11:59pm,Bass L30B,Kyung.Luk@yale.edu,Confirmed
191,15-11-2018,12:00am to 12:30am,Bass L30A,Caren.Huffman@yale.edu,Confirmed
192,15-11-2018,12:30am to 1:00am,Bass L30A,Maurita.Paugh@yale.edu,Confirmed
193,15-11-2018,1:00am to 1:30am,Bass L30A,Devon.Dates@yale.edu,Confirmed
194,15-11-2018,1:30am to 2:00am,0,0,Not Confirmed
195,15-11-2018,2:00am to 2:30am,0,0,Not Confirmed
196,15-11-2018,2:30am to 3:00am,0,0,Not Confirmed
197,15-11-2018,3:00am to 3:30am,0,0,Not Confirmed
198,15-11-2018,8:30am to 9:00am,Bass L34A,Joleen.Luk@yale.edu,Confirmed
199,15-11-2018,9:00am to 9:30am,Bass L34A,Onita.Paugh@yale.edu,Confirmed
200,15-11-2018,9:30am to 10:00am,Bass L34A,Jamey.Huffman@yale.edu,Confirmed
201,15-11-2018,10:00am to 10:30am,Bass L34A,Imogene.Saad@yale.edu,Confirmed
202,15-11-2018,10:30am to 11:00am,Bass L34A,Lorna.Mento@yale.edu,Confirmed
203,15-11-2018,11:00am to 11:30am,Bass L34A,Kyung.Casiano@yale.edu,Confirmed
204,15-11-2018,11:30am to 12:00pm,Bass L34A,Regine.Stanhope@yale.edu,Confirmed
205,15-11-2018,12:00pm to 12:30pm,Bass L34A,Lorna.Casiano@yale.edu,Confirmed
206,15-11-2018,12:30pm to 1:00pm,Bass L34A,Lorna.Takacs@yale.edu,Confirmed
207,15-11-2018,1:00pm to 1:30pm,Bass L34A,Theodore.Huffman@yale.edu,Confirmed
208,15-11-2018,1:30pm to 2:00pm,Bass L34A,Starla.Paugh@yale.edu,Confirmed
209,15-11-2018,2:00pm to 2:30pm,Bass L34A,Brenton.Ballinger@yale.edu,Confirmed
210,15-11-2018,2:30pm to 3:00pm,Bass L34A,Jamey.Stanhope@yale.edu,Confirmed
211,15-11-2018,3:00pm to 3:30pm,Bass L34A,Kyung.Mento@yale.edu,Confirmed
212,15-11-2018,3:30pm to 4:00pm,Bass L34A,Jane.Takacs@yale.edu,Confirmed
213,15-11-2018,4:00pm to 4:30pm,Bass L34A,Sari.Casiano@yale.edu,Confirmed
214,15-11-2018,4:30pm to 5:00pm,Bass L34A,Devona.Ballinger@yale.edu,Confirmed
215,15-11-2018,5:00pm to 5:30pm,Bass L30A,Chantel.Ballinger@yale.edu,Confirmed
216,15-11-2018,5:30pm to 6:00pm,Bass L30A,Nakesha.Colorado@yale.edu,Confirmed
217,15-11-2018,6:00pm to 6:30pm,Bass L30A,Onita.Saad@yale.edu,Confirmed
218,15-11-2018,6:30pm to 7:00pm,Bass L34C,Devona.Henn@yale.edu,Confirmed
219,15-11-2018,7:00pm to 7:30pm,Bass L34C,Lorna.Stanhope@yale.edu,Confirmed
220,15-11-2018,7:30pm to 8:00pm,Bass L34C,Julianne.Ballinger@yale.edu,Confirmed
221,15-11-2018,8:00pm to 8:30pm,Bass L34C,Trinity.Casiano@yale.edu,Confirmed
222,15-11-2018,8:30pm to 9:00pm,Bass L34C,Julianne.Henn@yale.edu,Confirmed
223,15-11-2018,9:00pm to 9:30pm,Bass L34C,Lorna.Colorado@yale.edu,Confirmed
224,15-11-2018,9:30pm to 10:00pm,Bass L34C,Janet.Ballinger@yale.edu,Confirmed
225,15-11-2018,10:00pm to 10:30pm,Bass L34C,Brenton.Saad@yale.edu,Confirmed
226,15-11-2018,10:30pm to 11:00pm,Bass L34C,Chantel.Paugh@yale.edu,Confirmed
227,15-11-2018,11:00pm to 11:30pm,Bass L34C,Onita.Henn@yale.edu,Confirmed
228,15-11-2018,11:30pm to 11:59pm,Bass L34C,Theodore.Dates@yale.edu,Confirmed
229,16-11-2018,12:00am to 12:30am,Bass L30A,Chantel.Huffman@yale.edu,Confirmed
230,16-11-2018,12:30am to 1:00am,Bass L30A,Devon.Casiano@yale.edu,Confirmed
231,16-11-2018,1:00am to 1:30am,Bass L30A,Nakesha.Henn@yale.edu,Confirmed
232,16-11-2018,1:30am to 2:00am,0,0,Not Confirmed
233,16-11-2018,2:00am to 2:30am,0,0,Not Confirmed
234,16-11-2018,2:30am to 3:00am,0,0,Not Confirmed
235,16-11-2018,3:00am to 3:30am,0,0,Not Confirmed
236,16-11-2018,8:30am to 9:00am,Bass L34A,Brenton.Mento@yale.edu,Confirmed
237,16-11-2018,9:00am to 9:30am,Bass L34A,Janet.Bungard@yale.edu,Confirmed
238,16-11-2018,9:30am to 10:00am,Bass L34A,Temika.Ballinger@yale.edu,Confirmed
239,16-11-2018,10:00am to 10:30am,Bass L34A,Imogene.Henn@yale.edu,Confirmed
240,16-11-2018,10:30am to 11:00am,Bass L34A,Sari.Colorado@yale.edu,Confirmed
241,16-11-2018,11:00am to 11:30am,Bass L34A,Maurita.Stanhope@yale.edu,Confirmed
242,16-11-2018,11:30am to 12:00pm,Bass L34A,Devon.Ballinger@yale.edu,Confirmed
243,16-11-2018,12:00pm to 12:30pm,Bass L34A,Julianne.Stanhope@yale.edu,Confirmed
244,16-11-2018,12:30pm to 1:00pm,Bass L34A,Theodore.Huffman@yale.edu,Confirmed
245,16-11-2018,1:00pm to 1:30pm,Bass L34C,Portia.Stanhope@yale.edu,Confirmed
246,16-11-2018,1:30pm to 2:00pm,Bass L30B,Theodore.Luk@yale.edu,Confirmed
247,16-11-2018,2:00pm to 2:30pm,Bass L30A,Brenton.Stanhope@yale.edu,Confirmed
248,16-11-2018,2:30pm to 3:00pm,Bass L30A,Temika.Takacs@yale.edu,Confirmed
249,16-11-2018,3:00pm to 3:30pm,Bass L30A,Joleen.Henn@yale.edu,Confirmed
250,16-11-2018,3:30pm to 4:00pm,Bass L30A,Devona.Saad@yale.edu,Confirmed
251,16-11-2018,4:00pm to 4:30pm,Bass L30A,Joleen.Saad@yale.edu,Confirmed
252,16-11-2018,4:30pm to 5:00pm,0,0,Not Confirmed
253,16-11-2018,5:00pm to 5:30pm,0,0,Not Confirmed
254,16-11-2018,5:30pm to 6:00pm,0,0,Not Confirmed
255,16-11-2018,6:00pm to 6:30pm,0,0,Not Confirmed
256,16-11-2018,6:30pm to 7:00pm,0,0,Not Confirmed
257,16-11-2018,7:00pm to 7:30pm,0,0,Not Confirmed
258,16-11-2018,7:30pm to 8:00pm,0,0,Not Confirmed
259,16-11-2018,8:00pm to 8:30pm,0,0,Not Confirmed
260,16-11-2018,8:30pm to 9:00pm,0,0,Not Confirmed
261,16-11-2018,9:00pm to 9:30pm,0,0,Not Confirmed
262,16-11-2018,9:30pm to 10:00pm,0,0,Not Confirmed
263,16-11-2018,10:00pm to 10:30pm,0,0,Not Confirmed
264,16-11-2018,10:30pm to 11:00pm,0,0,Not Confirmed
265,16-11-2018,11:00pm to 11:30pm,0,0,Not Confirmed
266,16-11-2018,11:30pm to 11:59pm,0,0,Not Confirmed
267,17-11-2018,12:00am to 12:30am,0,0,Not Confirmed
268,17-11-2018,12:30am to 1:00am,0,0,Not Confirmed
269,17-11-2018,1:00am to 1:30am,0,0,Not Confirmed
270,17-11-2018,1:30am to 2:00am,0,0,Not Confirmed
271,17-11-2018,2:00am to 2:30am,0,0,Not Confirmed
272,17-11-2018,2:30am to 3:00am,0,0,Not Confirmed
273,17-11-2018,3:00am to 3:30am,0,0,Not Confirmed
274,17-11-2018,8:30am to 9:00am,0,0,Not Confirmed
275,17-11-2018,9:00am to 9:30am,0,0,Not Confirmed
276,17-11-2018,9:30am to 10:00am,0,0,Not Confirmed
277,17-11-2018,10:00am to 10:30am,0,0,Not Confirmed
278,17-11-2018,10:30am to 11:00am,0,0,Not Confirmed
279,17-11-2018,11:00am to 11:30am,Bass L30A,Starla.Henn@yale.edu,Confirmed
280,17-11-2018,11:30am to 12:00pm,Bass L30A,Devona.Bungard@yale.edu,Confirmed
281,17-11-2018,12:00pm to 12:30pm,Bass L30A,Imogene.Luk@yale.edu,Confirmed
282,17-11-2018,12:30pm to 1:00pm,Bass L30A,Portia.Bungard@yale.edu,Confirmed
283,17-11-2018,1:00pm to 1:30pm,Bass L30A,Starla.Colorado@yale.edu,Confirmed
284,17-11-2018,1:30pm to 2:00pm,Bass L30A,Maurita.Colorado@yale.edu,Confirmed
285,17-11-2018,2:00pm to 2:30pm,Bass L30A,Devon.Casiano@yale.edu,Confirmed
286,17-11-2018,2:30pm to 3:00pm,0,0,Not Confirmed
287,17-11-2018,3:00pm to 3:30pm,0,0,Not Confirmed
288,17-11-2018,3:30pm to 4:00pm,0,0,Not Confirmed
289,17-11-2018,4:00pm to 4:30pm,0,0,Not Confirmed
290,17-11-2018,4:30pm to 5:00pm,0,0,Not Confirmed
291,17-11-2018,5:00pm to 5:30pm,0,0,Not Confirmed
292,17-11-2018,5:30pm to 6:00pm,0,0,Not Confirmed
293,17-11-2018,6:00pm to 6:30pm,0,0,Not Confirmed
294,17-11-2018,6:30pm to 7:00pm,0,0,Not Confirmed
295,17-11-2018,7:00pm to 7:30pm,0,0,Not Confirmed
296,17-11-2018,7:30pm to 8:00pm,0,0,Not Confirmed
297,17-11-2018,8:00pm to 8:30pm,0,0,Not Confirmed
298,17-11-2018,8:30pm to 9:00pm,0,0,Not Confirmed
299,17-11-2018,9:00pm to 9:30pm,0,0,Not Confirmed
300,17-11-2018,9:30pm to 10:00pm,0,0,Not Confirmed
301,17-11-2018,10:00pm to 10:30pm,0,0,Not Confirmed
302,17-11-2018,10:30pm to 11:00pm,0,0,Not Confirmed
303,17-11-2018,11:00pm to 11:30pm,0,0,Not Confirmed
304,17-11-2018,11:30pm to 11:59pm,0,0,Not Confirmed
305,18-11-2018,12:00am to 12:30am,0,0,Not Confirmed
306,18-11-2018,12:30am to 1:00am,0,0,Not Confirmed
307,18-11-2018,1:00am to 1:30am,0,0,Not Confirmed
308,18-11-2018,1:30am to 2:00am,0,0,Not Confirmed
309,18-11-2018,2:00am to 2:30am,0,0,Not Confirmed
310,18-11-2018,2:30am to 3:00am,0,0,Not Confirmed
311,18-11-2018,3:00am to 3:30am,0,0,Not Confirmed
312,18-11-2018,8:30am to 9:00am,0,0,Not Confirmed
313,18-11-2018,9:00am to 9:30am,0,0,Not Confirmed
314,18-11-2018,9:30am to 10:00am,0,0,Not Confirmed
315,18-11-2018,10:00am to 10:30am,0,0,Not Confirmed
316,18-11-2018,10:30am to 11:00am,0,0,Not Confirmed
317,18-11-2018,11:00am to 11:30am,0,0,Not Confirmed
318,18-11-2018,11:30am to 12:00pm,0,0,Not Confirmed
319,18-11-2018,12:00pm to 12:30pm,0,0,Not Confirmed
320,18-11-2018,12:30pm to 1:00pm,0,0,Not Confirmed
321,18-11-2018,1:00pm to 1:30pm,0,0,Not Confirmed
322,18-11-2018,1:30pm to 2:00pm,0,0,Not Confirmed
323,18-11-2018,2:00pm to 2:30pm,0,0,Not Confirmed
324,18-11-2018,2:30pm to 3:00pm,0,0,Not Confirmed
325,18-11-2018,3:00pm to 3:30pm,0,0,Not Confirmed
326,18-11-2018,3:30pm to 4:00pm,0,0,Not Confirmed
327,18-11-2018,4:00pm to 4:30pm,0,0,Not Confirmed
